1 1.76724 1.76724 0
2 1.76714 1.76719 3.64436e-05
3 1.76714 1.76717 2.76003e-05
4 1.76713 1.76716 2.31444e-05
5 1.76717 1.76716 1.85326e-05
6 1.76712 1.76716 1.67821e-05
7 1.76713 1.76715 1.46627e-05
8 1.76719 1.76716 1.36701e-05
9 1.76702 1.76714 1.87349e-05
10 1.76714 1.76714 1.68656e-05
11 1.76715 1.76714 1.53505e-05
12 1.76715 1.76714 1.40746e-05
13 1.76712 1.76714 1.30916e-05
14 1.76704 1.76713 1.40603e-05
15 1.76698 1.76712 1.6505e-05
16 1.76696 1.76711 1.83994e-05
17 1.76688 1.7671 2.19082e-05
18 1.76677 1.76708 2.72494e-05
19 1.76692 1.76707 2.71182e-05
20 1.76694 1.76707 2.65519e-05
